193895816	1678	194419513|196656733|197121167|197150425|190334495|159906672|195577334|192793404|200840738
197706207	11	193539194|196288091|200263335
177280529	1446	186073479|190749950|148604044|165481603
195132037	1685	198333092|198692975
195189784	1626	195617403
192334126	1686	196766564
194507106	1641	184681498|191041320
179897387	1446	146267684|199067668|193816785
189210198	1687	149289674
195069458	1673	202087523|190979590
196910081	1688	197753035
170125186	1689	155027389
170437719	1638	196297313|174520319
193517857	1684	196700471
192701003	1690	197206604|194454009|182401776|198346293|194069025|194877434
189811035	1446	198169120|201379991|193369171|193123373|190788119
195122977	1446	192917120
202222755	11	194304293
198143508	1691	196708298|193643843
195398589	1692	188330358
191500499	1684	192474077|192607873|178134583|195069070|189227107|197400631|188851946|194883590|189074384|201331019|182085844|183263977|143233556|192317049|151521414|196368779|173038945|189765044|192510737|191033466|191254178|187957072|178294643|185420837|190791443|194535701|185081388|190327038|193227454|198033838|196180662|191968834|184396018|95663760|194287764|188883087|160085193|66847711|196600020|191911675|196558065|192422913|200050875|190334495
172787078	11	190392417
196992170	1693	187078182
191608335	207	187278254
184915140	1673	183727459|191701758|192410604|192417142|183739229|185461173|186450316|187263517|190537383|195228243|188127579
161602421	1673	149185876|203069262|158078224|174120577|191702907
196111782	1446	193336702|151999633
197452786	11	199664921|196366398
192734189	1633	196126651|192545435
195066145	1673	185423572
165843420	1673	191209706
195612294	1446	94498118|197770444|197707672
197051319	11	193885896|185678987|200434589|197868676
190979393	1694	192581319|146623018
195401702	11	197522963|194877434|198185938
189813091	207	130723488
195933627	1673	191898237|194104971|195347323|195037395|197982091|190327595|197974671|118435902|164934917|200542266|184596570
191885488	1695	195833650
196049545	11	199207787|195069070|196444904|154674432|191676867|179036457
195352165	1696	192596342|190845296|197335167|191849996|157282484
195893071	1697	180622266|184726761
189760835	1698	193506756
190044141	1628	190474520
197800396	1626	178302258
195895992	1699	194793768|191609525|172913415|181340311|188791435|182610623|195407780|193369171|167886992|184069445|185774004|195809598|197254564|184708593|155963394|195485550|180389969|192824591
192316165	1700	186106710
195218219	1701	178738176
160924417	1666	195630967
193928183	1638	195871946
182382122	1684	184867185|32549664|189074384|191900716|183747962|184726761|139241755|172400479|184486405|189729450|169282622|156978744|182931589|189159074
187068083	1446	195564990|186506338|192443901|45533039
174443767	1446	187409604|183310165|187827612|188705074|191006433|200188332
193743796	1702	180262031|195612360|187691006|183051864|196306420|195577653
188803082	1703	193466665|192902990|179001630
165778729	1678	179396142|193479129
192476086	1704	195558652
190304151	1446	191900716|182338611|181602769|191911486
184278631	11	195129893|91445513
192969401	207	185742936
189717776	207	198553413|191199382
193543332	1638	193675714|158495102|197168831
192408520	1642	193506756|154831085
194661475	1705	190298802
193683028	1446	192909608|197403156|194335374
201020544	11	192736674|183610850|172518538|187574527|194151003|194663985|171576246|191801125|147988520|192451858
191572697	1446	194078054
194074988	1706	194631208
174497515	1707	192410604
190859512	1446	185930367|180626291|195577343|193382348
193230700	11	190554497|186042926
194750247	1678	154743029|194035653|198346293|195585339|192540136
192954536	11	177877392|199809139|192239268|181589262
194599145	1708	195294746
193626405	1638	187417966|192362317|192817247|166032707
195418553	11	193006553
177938582	1446	186040149|190010060|195332525|135012633|157252180|95768597|191304057|178345811|196863660|191696947|155871700|195675510
191819378	11	172335498|186452696|183333754|188382137|191778427|193361519|192838437|198383776|189015492|187159195|195300176|191629763
192010425	11	196156269|191617384|195308863|153805275|181384654|192481834|190677713|192570665
194730721	1709	193675714
195245535	11	195245413
193714718	1626	194655298
105161126	1446	193658588
189718010	1710	185833620|156940783|183937067|186718711
193092536	1711	193083583|189960408|180559150|198240032|194696317|182659982|189331393
157804564	11	184630103|183390936|159432501|194203163
179845362	1628	193032342|189685119|194729724|179666546|187560449|187040307|174396653|181162915|159450046
190181312	11	194672917
194837104	11	194203163
15507079	1446	182872080|185310182
171895100	1446	188359079
200371715	11	154714535
195293038	11	190808554|196556067
179813269	11	156261577
195507696	11	193535718
189012043	11	201543469
75723548	1446	144111819|195959906
185181562	11	155608569
161216962	11	196850805
190035025	11	200197137
146641839	11	182095630
143686831	11	185055396|200825272
163586579	11	197976154
195486813	11	200250888|195532063
200860968	11	200860987
195494095	11	200033631
158113784	11	195546348|190087261|183756606
172513274	11	179193191|161136582|195394220|201897442|155608031|195142243
200034069	11	200033631
192402356	1446	194735084|186997449|195287064|197323895|191703105|195567587|197494923|185144593|195396953|178134583|194732044|182468444|194851973
198542604	11	196349041|197021646|198072141
161073966	1446	194582334|160116472|168508230
186260123	11	192998887
182745401	1638	194773934|98707247|192365137|183222419|159458255|188735811|197004705
165703938	1446	165987051
185120670	11	153031662|179889322
173539736	1712	185309986
165955611	11	30531756
201906192	11	160827965
148931084	11	196970676|134997983
187408602	11	194104978|158643723
185056324	207	118524564|182641418|189569690
201909778	1713	195129893|201892965|179485655|190759464|183021321|139857067|180143855|179895775|180388139|200592757|150962133
154960861	11	182907310|177677598|154485518
92579171	11	140516681|122726310|157544544|124354508
139427050	11	152127467|172524774|161316337
168448079	11	159181324
171588327	11	196494441|139857067|160491052|171494813
180180713	11	112372229|187278254|172915668|190056858|187932536|188375720|183943686|196006113|123888105|179351993|128367670
192390460	11	192493535|174014835
180652935	11	190808554|191310519|191312573
188957522	11	186060672|189456315|190056858|195319269
186803888	11	185025704
150894162	1714	150076423|150870094|197096603|159519877|115941184|88879381|153213887|148960501|132521637|194490188|196306441|157406130|184384661|136546014|191534463|195585339|188311973|192557534|157910001|173167883|153440908|199244654
195090075	11	195089390
194349528	1628	153561704
185107981	11	188889947|195500692
192108708	1715	170202196
195990625	11	195990578|191328314
160272692	11	139426898
146969357	11	172516687
180005065	11	189752396|194663152
177122565	11	174857874
161589549	1716	177386834
191319589	1680	162778596
195487817	11	195487229
201893857	11	175184288|180470263
156048797	11	186830327|183021370|195421375|136839595|183726617
195151558	11	192444389
193563609	11	191876030
180005074	11	192589670|192212476|185842819|183628748|146151067|193943045|184000479|159460324
188754754	1717	193299268|200458368
195100942	11	181357921
171479545	11	195226219
193167658	11	195144986
128993470	1446	190272052|147361327|180261282|181117177
185341403	1642	189595852|185926189|194696656|179908818|195514800|193479129|184385812|186596876|193469935|70035185|185062740
175978524	11	192615975
176509618	11	188417250|184025983
186076082	11	181886442
154789765	11	193070641|160057912
179813126	11	137389899|135895471
182350726	1628	158037019
173492779	11	134997947|88301584|173711832|160051121
142384049	1446	184324272
153535658	11	185061305
159853777	11	158037019|191537148
193059941	1718	187820254
191319775	1719	187500043|185144593
26969858	11	191968834|186895252|183562245|182442614|186060242
160809447	1628	182373082|170134499|137451640|192576718
187961995	1628	190903156
192287455	1628	191174159|191174254
192907404	1664	189127875|192902990|184899870|182998227|158864272|182453129|181276428|195303229|171255261|195715455|195696530
172038023	1446	192212476|196317417
186279494	11	189022662
4308706	1446	156380221|183908254
124875259	1626	96517114
180637616	11	186575734
199003347	1626	191631921
196931190	1446	191815848|196272654
199774065	1628	200579510
189595260	1628	196152995|196025727
191694978	1720	196393467|169593052
194089854	207	197947247
195590627	1721	191681924|175596962|177619289
185658152	1722	185005121|192543754|192753269
174115922	1638	179546286
200565868	1723	200328652
198481115	1628	199189103
191778796	1628	187494928|199473495|142176894|194657875|171410021
185822599	1628	196163473
198666480	1628	186174114
195242248	1638	191111204
198526930	11	194911630|192408504
190782771	1665	197418396|172914672
183943539	1724	198228318|187956064
157704244	1446	195069070
195617586	207	195467630
141924556	1446	196161535
198109900	1638	184871456
198418554	1725	165469054
196153189	207	187519718
185478477	1446	186613984|182622706|194877434|181697867|177063419|162513105|165785034
201786584	1726	193694008
191683579	207	179854681
190460633	1638	195966749
195942519	1727	181836910
159174936	1693	195818050
197527403	207	191889977
183050538	1728	195185252
192960228	1729	181244061|167922430
168485491	11	186807429
183865088	11	185774004|178582987
191898499	1730	149104661|194818145
190339797	207	190344520
196240987	1628	194151127|189162227
181062075	1731	196211134
184087665	1732	187004997|186287326
183029165	1733	190436536
195510162	1628	192885184
145800831	1446	194072314|195129893|192631182
175457287	1734	193662980
173073901	1446	182467735|195234872|195914555|192570665
181698646	1638	178717260
191773484	1648	184800378
165862194	1628	188626649|180826034
181252722	1673	177015700|194541665
193558953	1735	192652346
195798818	1736	169820088
193704298	1638	184800378
150900637	1446	192787021
191189666	207	122397541
177422874	1660	174625500
193500749	207	184630103|194068314|181845146|158765031
184025280	1638	189808762
154417602	1638	191578159
190152456	1737	184543124
112857696	1446	191472116|190620647|154539288|126060220
172324006	11	184514632|179396142
186825600	1738	186861936|177381216|170141533
191319720	1739	189952733|160827965|181163080|185840954|178155433
180576424	1446	180461690
196574702	1673	179290754|183641983|190317358
100019428	1446	119674384|191682231
164925434	1740	185913620
182440435	1741	190321162
180989753	1742	187500585
180296413	1743	177636640
182683504	1633	184796478|189285894|191679456|186450316|134997947|112858987
146337069	1638	185549163
180167008	1626	185392836|190065330|170863218|190657219|180358689|180365913|201257903|184216616|186474472
161520890	1638	120720121|186450316|108060549|120697152|116053412|164323662|170621669|165005734|159833747|189751470|163080886|96125638|133307835|148076446
186591509	1744	188639475|178667194|183877646|132188054|198271545|195129893|176896719|200235443|196049280|176033864|187973811|196315618|193123231
177488199	1628	189045263
185361453	1446	189405577|174453017
185770728	1745	187381809
174456719	1673	182561928
158286135	11	182253944|153349406|192409481|192631182|154819471
165577263	1446	184357689|125281239|174048777
164542233	1446	187409604|156326747
183804350	1638	176319760|194103532|192925675|187582894|187783042|158345728
170652695	1746	186830265|123431348
155335616	1723	187518322
191548646	1642	182469309
175635797	1733	113479178|153958586|178387447|184510639
193194705	1664	175033098|140750183|164985188|191430354|190749950
186578022	1626	184403655|180081186
185858107	1628	187360860|199222470|180944948|188127579|184844998|183461505|196133208|76504087|183564490|183051864
176516051	1446	186686445|184384661|185906447|174073749|185367503|151965135|179206356|165128333|152558368|178460505
185132908	1747	170046349
157010876	1446	155841882
169564906	1446	184915382
178460824	1638	178716866
158242611	1626	158097327
191896223	1628	181156116
183951413	1748	184956221
179909279	1640	174030887|172857164
185652326	1628	175360247|184800378
183799679	11	174245981
174133240	1749	185301727|106216766|124651254|182435949
182616305	11	184824074
181068856	1638	173941519|191631925|184196124
185548056	1750	183787140
182442474	1626	158591594
176320398	1638	181698488
184003472	11	180262031|185078354|149186297
185240524	1751	154648453
183218456	1626	182561928
171978757	1641	170209098
183870015	1626	187499918|184656530|188137452|187178713
184249980	1628	184384861
184587834	1752	175925143
175608170	1638	182447893
183612626	1641	198228318|189761801|176099828|183815353|177101832|183050562|40167451|148948542|178457779|187074787|174147540|179527843|185215516|189306251|191006629|168222622|184485996|177633523|183907702|183922331
184548541	1446	172409264|192541048
181254409	1642	177038007
181817979	11	177110666
181051534	1628	182455019
180790677	1628	184077824
179525824	207	181318668
183590838	207	167252007
173704455	1753	164812588
171878859	1626	181766586
172785221	11	179462951
163621510	1636	181603051
191643089	1446	200990399|191693235|189960408|183645679|196407317|183594285|19619163|195385302|191602282
181338396	1631	181588333
164539032	1626	182291940
179905435	1651	182779729
178862192	11	176853117|181032690|181839680|159173728|156384087|184131025
169948415	1628	181079427
145030626	1638	136470908|179047380|147322908|146410789
166218220	11	174757787
143231211	1640	170433478
174495400	207	155454060
177466181	11	181029192|184028759|186797621|183602875|183350950|177649117
174414239	207	179532196
150687320	1754	180496237
169225763	11	173083392|158335085|152939646|174479285
166461992	1446	165718921
173211237	1628	172597873
156693277	1755	180662855
193509468	1756	180577894
168149680	1666	177732831|112740113
173082981	11	179901872
171952936	1636	169114934
178443488	1628	174715737|172005353|178870740|144214214
170581293	11	146164113|139426898
174519846	1638	165736814
177246954	207	177470761
165117988	1628	165897964
157992977	1628	179394241
155429172	1628	178859371
196044773	207	193013833|198033186
178196950	1626	194851973
196224061	1640	199916968
194876545	1757	97766727
174958093	207	193469869
197208379	11	192211662
191848206	207	192365943|188224486|191695438|192500655|178886969|183005363|192007519
185979817	11	193355244
190588899	1446	162689178
191532045	1626	192369044
192658352	1446	192143860|195900873|194942997|196229228|193496035
188607234	1446	191689918|184996692|189885734|175829196|184681498|136476539|65330302|193883956
194655297	11	178347128|175829196
193744383	1446	188867664|191486855|189957116|193558200|194535701|195236441|194035769|179683669|191308418|177757623|191400495
185232039	1446	182580753|181063283|184630469|190486251|125583764|154910255
162090969	1446	194203835
165897952	207	197150729
189464809	11	189756302
184982639	1446	192793404|127058758|183613703|187500043|192736721
189949156	1446	193579737
189461998	1638	126481518|181886950|164523064|185028461|121440524|184027880|190334495|190986517|187004631|186970177|184698598|193093771|187423317
192587373	1758	176957232|194434257
190074390	207	186863817|189588515
190349197	11	190749950|189121976
190108858	1446	120632359|183376442
172034144	11	188733069
177468148	1673	174930864|183461505|165237872|176450365|136044300|121916513|188620479|191006433|160127219
156256343	1642	177477507|181275854
187329463	1446	183406333|177477516|155258841|184293815|182461636|181900619|184027880|176565944|189860055|175217243|183050996|184733284|187943223|177899104|162195916|186265644|186562316|185537338
180221619	11	188778379
189638619	1628	180749398
186002794	1446	188127579
159111889	207	186816402
183963132	11	192909608|189245908|187324727|191114915|186725941|147104789|183579809|185356025|182322084|184681498
187701294	1446	188201138
188188021	1759	181346175|192750180|187783042|197367639|188620479|189045263|194144661|192365078|182978458|186031291|197222499|193885896|190878350
183976867	207	146151037|190496031|183311429
180183606	1760	183005325
187398281	1761	189992176|156375688|185425232|183814231
169916770	1628	181433672|149293440|172338285
188621378	1762	190250661|185751161
166367125	1446	161989705|178998755|167285333|172368493
183803986	1628	183752660|183730858|160018062|185070590|180761107|186162479|182734235|183641983|176834505|187709876
173492799	11	159497424|62983734|182095692|175383613|192686573|180004851|192607873|188277386|177730490|167299751|188060226
182675757	1763	185670131|153437426
180415585	1446	183350950|185332346|188137452|202045324
185063901	1446	179532196|184358566|186606937
176960130	1758	180499951
156129703	1446	163780817|179669459
183994399	1764	184295682|198228318|184513920|144264178|188893699|189414227|187968981|156524854
145698684	1638	185549287|178712342
184788877	1689	186622928|136469444|188208197|179802859|182002530|191760358|202045324|182751519|184648380
184176821	11	148604044|182548738
164304723	1628	183376442
179294407	1765	182825962|176113795|202045324|184733284
182758451	207	177601727
173224984	11	177958990
162019460	1626	188819360|183293211|182666780
188327495	207	182501696
181156496	1446	194518768|178056602|181792521|190065330|181891628|185927860|187029738
182028192	11	155871700|186999044|183017169|136011468|179486106
182082355	1626	183948981
168703206	1640	42358431|172496683|202155842|170369567|167358699|180743349|156936363|178810845|174535935|177187261|157909638|191006433|169935295|172846524
180318674	1766	181896447|177072365|69176993
191537937	1626	40857390|186740664
187213693	1724	190651336|198665258
184384622	1628	174539161
179469306	1446	184083427|182791544
182928691	1767	179683669
183331499	1768	177585673
181701258	1769	176727298|147848240
178545066	1638	141619856|156270960|187941695|166294371|187528386|178347128
173889730	1628	163440853
192405348	1626	191376461|141374563|183576117|194419513|199480412
181298080	11	181588539|182986839|141100897|181243212|184974301|187363946|186065106|189007265
140911816	1446	194535701|182373155
173624781	11	152107263|180223683|185930224
179426002	1770	163130176|182469989
155152584	1626	187890431|192982751|181552509
181451601	1771	177403910|183781612
171637697	1626	172914209|183795414
181762920	1772	181588539|181845754|128545934|176981916
177084959	1446	181370473|190334495|161131197|120651096|196600998
174008996	1638	181299805|178810845|190334495|174459307|178509752|168634547|185773581
181658188	1446	185522573|177592814|191592139|183644836|175896073
173459133	11	179003159|180650688|182321974|182095692|149915376
173028764	207	181361143
178330999	1446	172923759
188596558	1673	185086119
181903095	11	181903755
180518546	1723	172538932|188616453|185296436|192498641
179681192	1628	181717725
172914076	1446	177187261|182373082
169594848	1446	183747785|169882785|197439770|193070670|168194894|183764728
171924826	1446	156457052|180184478|181339271|180520138|170737256|174048777|163635919|179485639|172947179|176029244
181725486	1628	169600987
179659968	1446	191150058|173711832|170074139|186966414|145313284|199179375|169145753
181166025	11	181424090|181264483|166627746
172615108	1636	171687606
168192977	207	194777413
178021896	207	165227107
164950279	207	179658990
172915735	11	162859528
172005202	1638	103170677|150897787|174972755|165107178|200892762|156254670|169945975|187435422|151999633|156865303|179486106|194892441|176169929|139426898|192817247
175989494	1773	175482664|174591624
170458211	11	175482664|189781690
177395629	207	143281851|176925181
174612849	11	177001797
175889988	1636	160776890|179952213
164203619	1446	174144076|152158883
167242475	207	164647846|170581582
174638721	1636	176820613|173720787|148972503|201320381|181859758
191478810	1640	172914683|193616363
170883190	1636	173730464|173296823
171031290	207	172934457
169965794	1636	165097605|143090884|113913627
173797224	1672	175168449|173556286|177028761|166706506|172786017|171885334|173296823
170644573	11	177724655|181698894|184587087|178200806|174687076
177361499	1628	131346800
146150861	1628	161965974|177591862
173305640	1636	175870539
166919298	1636	171576246
113459726	11	170814651
172701291	1636	175482664
174895749	11	183003516|173431050|160589024
169733086	11	163344555|171927235
172971599	1628	169353217|175077545
173556240	1636	93412436|181908167|174790403|173105508
171142714	11	164777139|173159706
175021094	1748	173983358
172606142	1638	138003188
176998830	1628	156469638
171955545	11	173693824
169929692	1642	174595643
171420498	79	189116468|173217543
168357364	1636	169944243|155841973|167090501|165762175|122344809|173159706|150919527|180666999|111796720|169999048|147979763
166150242	1671	168744885|170430732|173213703
143057277	1636	172915668
183818807	1628	185998238|184069451|185644634|194338588
191288466	1721	174107213|115185254|189823017|190533219|188740791|192902990
186950747	1628	189667171|190940451|193812314|189916617|177158610|183110374|37920553|90773398
166070404	1628	171209529
166184713	1711	114843208|168288571|175404682
189581978	1638	188865576|197611001|171334484
188970687	11	185332253|184899980|186563489|185071351|190080554
181264280	1774	185472619|186844340|192581319
181266781	1749	187380568|187951453|186392494|174803686
187252814	1633	191472116|180143855|150588699|172538916|191344495
183728262	1775	188500638|184382443|163635919|183074434|191541133
185256499	11	179084414|193977607|193466665|183752660|181275354|183859685|183747785
181658785	1628	163077032
182327689	1446	189684706|120142794|191254178|186592851|190298287|183889036|182139204|138022795|190533354|190930303|178537836|179791046|178442579|184244771|182338611|193616118|191533419|184753564
174531396	1628	178220986|182106026|147706382|181658748|170451475|176675262|170651338
176565800	1628	155258841|172913415|140820289|175290523|176958266|172851228|184959844|178156627|176091378
182720024	1642	176857596
163099618	11	161609182
181333535	207	166824301|191533457
169065934	11	181589283
171098511	1638	149199016|172846524
175570422	1636	169587322|178327088
175307740	1626	186931812|168353538|161856455|181702481|101116449|191171586
167102644	1776	124858765
178791556	1636	160036957
176835409	1636	177463441|171550135|177221608
176110934	1777	157556424|163795255|169944623
171075043	1628	176124235|170290709|171550135|157715434|182198751
164221626	1648	157777574|164221614
148697419	11	173723766
174130239	1689	195189556
170444864	11	168222803
164449514	1446	121917455|95055095|184681498|169145753|171096034|163001861
162034759	1778	116185987|174349603
151870951	1636	167971092|166690340|188186594
168723187	11	169032784|139259833|187524770
166967858	11	167737426|128645063|158072051
168113511	1636	101307830|162729297|109988311|170155197|170119415
169044220	1446	177572722|167581570|164950985
165661894	11	164510557
153602428	1628	148136295
157851550	1779	161407616
155432443	11	160794573|185843066|160819606|158224683|167106494|181148802|160776451|139857067|186156922|186865400
166334342	1446	194682002|167398957|169855978
163031704	1628	165762175|163319843|126484025
163605745	1626	166465822
154397902	1636	140734284|151648184|155067157|145161342
154946107	1642	161559733|165282353
192401744	1446	187595537|195949020|159607746|162494374|139118931
154839357	1638	156136800|153475760
161327979	1766	165911500
147875869	1673	181852700|184457391|132681248
160208275	1446	158280737|139857067|168448504
160615848	1636	137983166|167200184
149930708	1446	153456338|149791287
138822570	1446	140489943
153141704	1780	127008457
153851198	1781	153836254
152097539	1782	153488876
149263886	11	150481259|156211652
151552083	1628	149457763
154035980	11	150920181
153466223	11	136564681|147398534
137032394	11	147333176
151323812	11	151499068
152529539	1783	159834802|165710795
195882210	11	200866430|132521358|155432295|184000479
194703670	1626	181633911
160354101	11	201015993|184933527
199564817	1784	197266855
201549115	11	172517359
201903121	11	186441763|192474069|156104033
197138657	11	194304783
201115543	11	201822886
200817661	1785	163611974
200344150	11	189747695
190576456	1446	201820651
196672085	1786	192341693
199273622	1787	201904210
199192285	11	200579086|199278588
201572551	11	195378991
190690020	1628	191393565
201429195	1788	201645784
174796959	1446	201580816
201472882	11	201472956
185069779	1789	189546755|201646450|185449099|191904110|181141077|173142115|185550602|191719747|177124255|179571921|189575974|186046467|180486591|193466665
197108691	11	193466766
194504248	11	191501281
201430850	1638	199965837
202636418	11	179002936|188414714|191049210|183429383|196838047|185824214|133388227
183234018	1790	200202396|187338469|180345059|176105100|182849271
201463559	11	201463419
201466220	11	186324847
199966747	11	201537522|200393613
191314381	11	190289134
133327131	1640	170087112|159274360
158839763	11	160116472
195924838	1684	200891353|196084773|197731021
188791749	11	193348504|187977971|195683745|192542505|199029085|196442998
201368344	11	195705879
195492391	1791	199634646
195630347	1784	191054202
196846275	11	201201124|193904910
197217347	11	200067638
194317190	11	196161108|201321555
193221384	1792	159861476|194785291|176907325|195129893|182670003
201189049	11	201189291
201082736	11	185468694
197340990	207	200473554
188380278	11	199965614
187040376	11	195809598
182502061	11	189909628|189074384
201015057	11	188745242
171518721	1793	201078883|184512066
200963858	11	197370911
189154029	11	201084342
189043517	11	201076496
194872101	1628	200966307
161361175	11	178470814|154703423|154433796|178506946|180756529|160057912|195828722|183726617|184100713|183021370
143596245	1794	199819910|144840068
200959173	11	192511075
199279931	11	200969858
200963901	11	200966376
197105190	11	200892337
196298034	1784	169048281
200876570	11	200877301
194096897	1784	199853432
161425425	11	197151812|155432295|192493145|169884296|191993816|161350699|172516824|159497424|178717260|26760218|189055141|179003195|157528154|155608117|185059355|191630573|185181033|159796898|131082468|182468579|185061077|184603788|161097408|156468007|179485655|186985803|154432987
194506385	11	194522423|195224435
162138942	11	192417142|188830575|193780612|184365346|181357921
190543049	1626	195836811
199966675	11	197411712
200620997	11	199460619
199937475	1628	200497773
199966958	11	200089102
197823468	11	200573000|199331218
199769053	11	200089204
194894684	1673	173736569|193123239
200374580	11	193794792
193998616	11	200375998
199780246	11	200254117
200291829	11	200292161
200287844	11	183185771
200289137	11	194872736
159582724	1795	199283214|199497323|180388236|181268238
195737226	11	200250419|198393155
196846208	11	197195508
194033235	11	195241354
200030748	11	200254207
199777290	11	199963357
194823169	11	198692679|198693228|194823104|190903156
199957686	11	198400465
