63076174	1628	185158840
185216438	1724	185904275
183429235	11	191216654|191183275
195882691	11	195882679
184993391	2149	188017424
192007519	207	191848206
181138609	11	182401293
185005121	1722	185658152
174994548	1446	191052698
188360275	1817	176839678
191444538	2451	190965200
197211890	1446	192660219|196054590|187417233
174664980	1724	184624548
186474472	1626	180167008
174696094	1626	180085906
199222470	1628	185858107
158000552	1626	162248065
189762854	1664	183032539
191369053	207	177011907
152121903	11	150724883
184871478	2169	174853251
178200806	11	170644573
127058758	1628	190272667
171885334	1631	158879605
188947765	1628	191048607
162943117	11	161293431
197919580	11	197917890
191286043	1446	189893783
189162842	1446	49714359
163667037	1446	188977857
194872736	11	200289137
200918271	1638	161134147
177961679	2992	183322369
182547525	1446	168897326
186570733	1638	188682789
172666244	1636	171464085
182409016	1636	182857503
180309242	11	188148535
181969414	1799	181670708
161019122	11	118314888|127403775|182731664
195972447	207	192581789|198073433
178430342	3004	191773637
163293049	11	160444321
193743264	11	193743842
81264695	2244	149161845
192512173	1446	181800572
21192911	1640	87523856
197956281	11	192997609
165610273	11	167675560
147017215	1638	179591670
194035849	1626	194508042
124787888	1636	184982634
198342844	1864	192936165
200579086	11	199192285
192317034	11	183639308
183564001	11	181307850|185810336
200444800	1446	196880714|190865853
196911918	207	200478112
192500655	207	191848206
181588200	2591	64014517
128367670	11	180180713
172528225	207	183839339
196008756	1626	196008741
186751828	1628	182118760
152075920	1673	149181118
194454009	1633	197252670
136470908	1638	145030626
179976885	1790	175383535
189001578	11	183833702
112186537	1640	92462773
178199480	1660	194909516
189414227	1628	189718791
201941579	11	166917341
196086775	3045	48711774
125471043	1446	129665271
40872150	1626	186137152
148136295	1628	153602428
26301152	11	186497926|120563521
195714018	11	199723992
197869607	11	199797092|161135717
193140899	1446	190865853|191643289
183253621	1689	168703003
145136066	1655	130519894
186693070	11	184216455
194793768	11	190875340|74924314
180709285	11	184445330|183972441
153343027	207	188897795
199433557	11	199037425
186951961	1640	126319335
136486001	1446	191243535
183555753	1648	153640034
169883763	1825	176960448
156933102	1684	149185351
190778990	2268	194497794
134689728	1628	185158840
188350750	1626	186427004
185082742	1640	192088366
145161326	2610	177609743
132521358	11	195160647|195882210
147017215	1446	66944616
159075812	1628	185426143
193942021	1626	193944008
184757218	1628	190753511
142502036	11	169773538
182792468	1931	118518936
200652853	2579	192570625
48801359	1638	160416134
193474299	1626	180505268
144811568	11	81669406
173171121	11	107348179
157461364	1446	157204163
181930043	207	183486662
152933753	1628	160231463
134191582	1648	192479487
113651333	1671	160601276
194518768	3131	184403852
178079466	1636	150415434
161217272	207	138287296
199375187	11	199375745
146623018	1694	190979393
181997595	11	122727241
47942240	1446	108091375
186090296	1874	172319069
193731922	11	193732788
188024675	1628	200075176
178220986	1628	174531396
143864871	11	147555673
98843385	1637	63338182
41942642	2744	182085715
181165647	11	183815794
190323502	2529	182869915
178814586	2668	165308681
191199367	11	183639308
193876696	1628	181069398
187393042	2468	181987275
191244867	1626	180085906
175705757	2842	164444641
146267684	11	134985353
150974944	1446	128188619
192321278	11	189947780
174470467	1446	179656171
184389196	1680	188161594
169512952	1636	173713845
172913415	1766	195997805
197712647	1890	188606535
187967308	1626	177417385
140812375	1642	185978296
192311628	11	190789337
184226050	1628	180229961
139784517	1446	145724704
190252298	11	51829206
175500989	2838	168966569
107343880	11	156750556
175717412	1775	178313812
176319490	1825	176960448
201998726	207	200734457
184587389	207	187583001
156456505	1446	151297660
178355699	11	144532272
127923808	1968	174822615
189589310	1446	158329834
189007265	11	181298080|181375175|190170827|188264583|168020853
23165270	1739	180862940
182308936	207	169879986
191631921	1626	199003347
187452612	11	173838185
185906447	1626	171485826
86319511	1636	104516750
198552882	11	194515901
140501437	1446	143614515
182028597	2410	180697821
188740791	11	193503619
138630759	2426	184674597
178192802	2147	190224778
97382797	1446	156721838
197168831	1446	66944616
173026759	1636	177134368
188607331	3132	189876408
187752998	1626	186089135
144816714	11	156400954
186258062	207	186056213|187419831|178790882
150890362	1626	165269074
179225268	1636	164678502
192594440	11	178042677|183218310
153256757	207	126781137
199892503	1628	135824155
195490905	1624	191468511
201915545	3239	174625516
165781705	2003	196597860
114184481	11	160219161
180360044	11	177509833|182790903|187121796
183352254	1628	183929417|188399883
151889770	2369	157204497
155744297	1628	188611382
139429197	1636	56723554
198454908	2344	197203274
185974049	2832	171397204
128392525	11	195005647
161886902	2366	163054744
183974349	207	191695451
168900913	3046	159549797
194701570	1777	176615892
115941184	1714	150894162
156818883	1626	162248421
184782044	1628	182535250
165655452	1626	181153482
187634142	3119	182667634
153677233	11	157207894
186692574	1628	200884614
170492747	11	183639308
172597873	1628	173211237
186083206	207	184031311
187219267	1651	187260399
182825962	1765	179294407
200400499	1446	195127160
193873260	1628	193873257
192515590	11	183011580
176736466	1638	171850660
157175850	1626	192719708
184648380	1689	184788877
101240214	1638	191608620
187594409	1799	181670708
197120058	1762	197295479
185458234	11	185456890
103061769	1638	157846821
186537103	11	188068202
185841231	1715	185927854
196503374	207	177724054
185766407	3137	189072359
197759910	1660	191319256
136473930	1626	86385560
165141731	11	173097820
161218549	1446	157014589
192543754	1722	185658152
189127875	11	156616907
169587627	1673	193313093
156933895	1628	177058526
192436915	1628	188129037
185144593	11	188738323
185086119	1673	188596558
184424118	11	184424895
183554725	1446	132246199
172935378	3188	172912012
199565695	1628	184390153
145969558	1628	144696940
193479129	11	120663757|69691538
191372642	1638	197594246
114613001	1628	164918256
181140239	207	186812077
154731956	1636	134437431
123678958	11	144551798
184915382	1446	169564906
177477516	1446	187329463|187339201
58001948	1642	89066442
113623360	1660	194647995
185670929	11	172517277
181044239	11	110422021
187755757	11	187494878
93775505	1638	39878808
172404601	1640	166074256
181678866	1642	189834308
183865682	11	184218075
150588699	1633	187252814
83766694	1950	99095123
195616147	207	197193681
190641189	1805	178551475
133172664	11	151663899
147597646	11	187449556
182255607	1671	174754405
184567214	1446	164362379
199598185	90	183406998
185956397	2512	153598215
88301584	11	173492779
174702862	2078	194510316
180388139	1713	201909778
190473830	1628	192374884
182338611	1446	182327689|190304151
154432062	1446	140678588
182869297	2530	171637385
186272689	1722	185167666
191955431	1628	185134193
183652941	1904	172609438
147071700	207	173332968
190456196	207	188336757
180472255	2969	189071764
200187812	1636	190080436
181084843	1446	191567514
197439770	1446	169594848
178831016	1446	195396050
184899870	1633	185944599
194707294	1446	190239310
188682394	207	187974544
172947179	1446	171924826
191246644	1628	179946533
182139204	1642	183731773
157909646	1638	163537771
199853432	1784	194096897
193349521	11	179103801
171503800	1828	179998100
180472255	2125	184955271
184996343	11	183224819
195755361	11	195487519|177867887
194930649	11	196981231
41742883	1758	192850351
191254178	1684	191500499
125653279	1446	88753493
182552498	1997	176029560
147978703	1446	150194222
191538356	1628	185297768
194229858	1817	191460746
116414924	1446	120060690
181137672	11	181375573
184733284	1648	172937858
164523064	2149	188017424
184274457	2551	189513335
191501508	11	191684261
181353999	207	185303534
191031920	11	191235002|191699952
190758623	2160	192918453
180221748	11	200728051
144430831	1446	157703914
195144986	11	193167658
193679920	1631	188647804
144194206	1651	122150490
180172187	1638	181792996
182987488	207	189388990|197934121
191943416	11	183839260
183743678	1777	173806676
152302679	11	149179866
117539710	1636	180933890
131890908	11	165039126
183910253	1626	163442023
190013801	1628	186976255
192365137	1638	182745401
177757623	1638	182233374
158476538	11	125494961
189053239	2061	169875558
197220013	11	191526431
188622743	1628	187504418
165227107	207	178021896
177326221	11	177836443
153144182	1795	150964409
185028461	2983	181608751
202045324	1684	191014120
194937714	11	195387722
198508899	2131	191226322
119043492	1626	180085906
158228331	1722	174620423
152716502	1446	106688268
194788049	11	194788449
153571831	5	166294874
174677031	1638	151573488
161406597	11	50416429
188450225	1446	179863175
188111325	1724	196382986
145634131	11	198883638
144822564	11	108277339
153001526	11	136799807
184857564	1633	183612200
195585339	1714	150894162|154718285
159519877	1714	150894162
92347928	1446	130950075
182988528	207	162886368
153958586	1733	175635797
197150376	207	185157023
172256808	11	141181790
194383833	11	201189010
188145499	11	183685055
190233911	11	177631298
184793895	1673	145597531
179592260	207	170425730|115268617
197459622	11	185216616
184751961	1626	181874347
165897964	1628	165117988
156384865	2503	195793257
171946804	11	178336325
178442579	1446	182327689
189225256	1633	174760096
196367855	1446	60041994
186401270	1638	184088588
183722660	1638	194498680
194497602	1626	152716258
192374464	2188	192903101
134377587	2241	73431541
92959725	11	134050622
195526741	11	195544967
157717688	2079	67624026
176301438	1626	167148162
169264115	2281	162914963
136827768	1636	132493380
176467848	1446	175892229
178804932	1626	178899571
178236947	1826	150730140
175190289	1628	175187849
174615599	11	149822220
147263919	1997	184706162
116124003	1446	66944583
181608179	1633	175440111
172846524	2672	171903338
140741545	11	125583419
166177369	1626	188194665
183761024	1655	177430836
86615291	2933	154539078
150977084	11	181623175
177182149	11	164525892
21192911	1446	167674995
177161878	1446	194215907
191209706	2059	189019779
177993648	1633	166680552
186380284	1628	162816134
201525239	11	201525294
143282577	2010	179613017
168854514	1714	156129753
95157888	1631	71930023
182350564	11	132163102
197091146	1695	147541742
175948530	1636	173210477
180389969	1699	195895992
89766902	1626	185154923
177111881	2727	164806207
176458608	2228	179664268
182692022	1628	185685426
195718476	3252	163037167
194382112	1993	185907309
130861689	1638	186080116
181792852	1446	182532387
187943811	11	185445701
174531090	1626	163787033
185182097	11	125152310
200015595	2974	173720338
117144822	1628	176766607
128576040	2028	184516448
195630967	1666	160924417
157867688	1706	180312546
192786887	11	194673141|192814241
144351239	1636	133309911
158724201	11	185011961
96530338	1446	128118938
190186807	11	191575383
120429581	2144	159601488
190216800	1633	188037019
178963757	1628	183847256
192335208	1724	192317658
151658632	1638	135567818
194791479	11	183311131
195514800	1642	185341403
163589752	1733	145688503
191321352	1628	185753503
196386352	1626	180618020
46128976	207	38821759
193645790	1724	181332766
187106802	1628	190278817
192329054	11	106122658
158476548	1446	82555145|148050154
160579901	2841	168684668
191495299	1446	151156978
192226103	207	194685864
172852544	1642	74202194
140506066	1628	167985987
185070501	1633	185084633
191962889	1628	177291231
189957116	1664	189781922
198256614	2393	192392023
189558170	2005	179897630
173520516	1628	171334245
127175370	1626	179667079
171255261	1664	192907404
175465451	1626	161098421
155449899	11	150529159
185615161	1628	163607331
195756360	11	195884466
183118300	1446	181818580
185068016	2837	188198671
183264877	1628	120695984
195739272	1628	194206388
189750937	1626	184403558
117828096	11	151157737|149090931
165310769	1684	81555767
153571831	1446	142384796
188883087	3095	172313062
193708225	2066	189055955
143701863	11	121857206|103449172
192365943	207	191848206
108454264	11	127563177
187004997	1732	184087665
184295996	1642	61063443
185930367	1446	190859512
182467735	1446	173073901
192676427	1628	192675383
181654964	1673	121296548
154513479	11	179929753
113264026	1628	124650806
162809015	1636	166507678
198228318	11	185695873|182029439
159460324	11	180005074
149136790	11	149481531|149136509
143212044	207	147965111
173799304	1446	42874105
144529622	11	105108929
161135678	11	172521305
149691186	1805	103442088
181243212	11	181298080
180535867	2872	180929253
169032194	1636	38491870
198277786	1684	185862927
182261989	1890	194574338
157362187	3047	116255073
182111795	1880	154692271
183638383	1446	156129675
109107356	11	79842677
197313593	1721	196114452
192823757	1626	187560275
182491337	2224	186870738
185364903	1638	189186579
195783897	11	191317832
149006789	11	151367623
185144593	1684	125583824
193089907	11	154033262|190996324|194661812
147737628	207	176565299|180633739
190352103	1446	167762423
191159219	207	145904319
199641769	1628	195653388
157578657	11	196865644
180258185	1724	193531762
179485639	11	172324030
182452427	1758	198241765
179790964	11	183685055
187709876	1628	183803986
188016405	1626	162248065|187894112
192436915	1636	184430807
176778986	2091	183050994
189284630	11	191896582
149492356	1446	154469787
178281871	2530	171637385
151658632	11	171075829
192476924	1795	174146469
184798741	1689	176050256
173083392	1636	169219126
146646426	1636	182857503
196635925	1446	174208269
147501819	2031	141610004
197106891	1724	188343597
43899013	1651	191538248
129624183	1446	162049875
100667972	3031	169963409
192361530	1651	191538248
190472823	1765	49598286
172400479	1684	182382122
177073523	1626	184324590
127336429	1684	183652611
167343405	11	126876040
184396018	1684	191500499
176458561	2284	159405147
184605728	1628	192546493
153836254	1781	153851198
99672147	11	96221660
193876547	1446	184385607
191302788	2191	181164474
186499878	1626	177417385
201915545	1446	131910250|151043398
183759603	1626	174062023
160238806	2007	193875671
182442614	11	26969858
49577390	1628	171247730
187178713	1626	183870015
175768785	2914	186556322
194469977	11	195250742
160457316	1724	151061775
193670157	1446	162715574
172142564	11	183639308
88159084	1638	90404210
117422809	11	200031183
165985143	207	165984520
195185252	1728	183050538
153970670	1628	178898080
148076446	1638	161520890
78643868	1640	73613445
195693055	1446	190540705
98104915	1446	172192313
173736569	1673	194894684
153213887	1714	150894162
159913845	207	138054789
187409604	1817	178719216
176488005	1640	145286797
200382520	11	200382467
179669274	207	194764333
198169120	1626	193474643
41664550	2425	187289581
144800508	11	148303388
169841987	2844	173127104
186734518	11	186632675
198553413	207	189717776|187496553
183669106	1626	191550186
185083250	207	165124237
193553928	1626	179658578
143139195	1446	162280666
136215971	1446	179043963
188742056	2039	198105525
153967072	1633	144086309
138022795	1446	182327689
149915376	11	173459133
193491089	3257	201429600
192729061	1626	192362496
115336727	11	157897710|158476337|185848921|187717948
151391811	2788	192142294
197150425	1678	193895816
164510307	1638	170468171
195577864	11	195584567
197231132	11	173676965
194201703	11	172877603
195161104	11	195139519
130442700	1684	134499029
189055141	1724	184458888
190789754	1628	187136536
185066923	11	199912984
189503887	11	189446695
140216287	1633	164214518
175943552	1636	174570005
180500919	11	190004616
145004784	1633	151769916
178581690	1628	176774663
159455823	1626	108636001
167200184	1636	160615848
155875828	207	163163292
179532196	1860	184007518
168687484	11	180026859
176414594	1446	180718836
183799426	11	195737265
175833702	1640	171816793
187809846	1626	179773894
195809598	1626	187410532|120648842
183423619	11	183033522
187102708	1633	131333384
181711127	11	177938398
195070363	11	195057771
156525400	207	181597338
173978854	1628	186975531
189885734	11	191546503
198400465	11	199957686
199168109	207	199069262
181886950	2360	146565582
192007519	11	116518433
133811246	11	152199812
143075511	1626	163883070
98805522	11	179724553
144953475	1642	144156556
190263365	11	183017788
189761801	1446	190422133
151351994	1446	112256123
189808674	1636	136104017
156473664	1446	121900865
181851110	1628	178898080
195923924	1446	112857059
173124108	11	183807947|124039646
176717924	1628	177401593
195582353	2267	192743989
91673120	207	173457165
188182353	2207	176788510
184659612	11	187941101
184736101	2200	186070047
144248700	207	152266101
188905499	11	177817103
149212870	207	150802798|149550793
183616365	11	183469892
191898237	1673	195933627
153440908	1714	150894162
196172127	1628	197704186
107568948	2459	166500915
131144797	1638	128445947
197900301	1633	190347088
195775747	1446	183804113
146638966	1626	143370829
153658860	2683	159921259
151364520	1628	157124952
149637058	1872	189957572
192331432	11	96674574
164430101	11	163759602
167922430	1628	195311625
42023886	207	107148342
194541665	2047	169705850
144872453	1446	145088583
194137807	207	191420264
195597887	1446	196689508
191652105	11	181375175|190875340
192660366	11	195517140|191916381
164504502	1628	199815813
194396107	11	195506614
190007507	1628	187971726
188807659	1446	189588712
202023794	11	184985962
187589052	207	192872421|190530604
186807429	11	168485491
187289607	1934	184617204
192540307	11	199817190
182977167	1636	174467589
189007265	1961	172478723
167585279	1628	167737373
187291857	11	180589194
174794902	1446	100585036
160491052	11	171588327|149682245
183730225	1648	173356832
184044769	1642	191053144
156765615	1636	169724025
188738110	1446	180718836
125799214	11	132709755
166334400	11	166499179
176675262	1628	174531396
140734284	1638	189315339
132512165	1628	125679391
188807288	1628	193165171
127511807	11	167558290
149094425	11	149843694
166562080	1636	129802589
175383427	3240	168462993
186060242	11	183639308|26969858
189074384	11	127714759|183311131|190875340|182502061|197108670|201020326|195761006|176595169
197707672	11	149793670
172913415	11	197352163
182373155	1626	178800555
194202519	1446	181340092
193172889	1626	194483802
173113088	1673	160966518
144126462	2582	180260429
190217881	1628	187982769
183285174	1446	191109119
184578976	1973	188223203
121408614	11	77905476
160869651	11	172280621
132521777	207	185945298
183051864	1702	193743796
113852299	11	196352343
181354175	1446	182543389
193083608	11	188930793
158626474	1446	141700910
189023295	11	186632675
190327595	1640	192088366
183427506	11	182883115
98700053	1648	171925901
160051121	3269	114260072
162410990	1638	167361367
172003616	1626	191607636
159302271	11	183685055
176099973	1628	194423919
165551453	1943	159472899
183693088	1684	141475097
196891619	1446	196353166
181667301	2557	163457314
146259210	1446	145928775
173720787	3203	173070324
194707294	2044	165105425
154725166	1446	154725149
201657783	1636	169720696
172914415	1660	136518939
128222841	1446	112032104
158071640	11	106122658
160289072	1671	155608436
186960292	11	179103801
174964544	1989	182263629
136564681	11	153466223
153531949	1628	184403634
193123373	1446	172422116|189811035
179655648	11	174238894
198052995	1638	192396807
80786277	1446	117403534
151999633	1446	196111782
196923612	1641	196985944
140516681	11	92579171|156451253|181554760|177774637
177848019	11	201892206
185833620	1628	191566995
180081211	207	178443419
169724766	1446	179043963
182350584	1626	191641998
188377342	2078	194510316
181896447	1766	180318674
186246995	11	187212738
129111229	11	172528424
195678057	11	193290547
147290923	1633	181078371
120632359	1446	190108858
190317358	1673	196574702
146054196	1675	163336860
104509998	1671	141480213
183023390	1628	191632273
175693176	11	179171374
190657487	1626	189245001
201904210	1787	199273622
121917455	207	120289552
164292640	1672	157021907
197974671	1673	195933627
133388227	11	202636418
169989897	1446	118295431
120838738	1760	185767772
187521670	1446	186532523
191150058	1724	187541385
138477708	1626	181156452
181900619	1640	191006530
157818154	1446	148895554
193673034	11	176774610
188237452	11	177000896
78552246	3048	92826696
133218542	2005	150888794
161541713	1628	159152917
181757656	207	195502813
188137452	207	180003049
156978550	1626	143370829
201829678	11	194628122
197467492	1640	189640513
168370853	1628	159151769
183896666	11	76436100|177006963
187263517	11	191819376
172369922	1628	179777164
164428187	1868	169162295
193093771	11	192995815
195959906	1626	200683032
176704265	1626	191048587
195893134	11	193007222
171229090	1996	90200913
143804988	11	134055824
182332420	207	150351686
156080309	1805	118448052
170155410	1638	139360422
57291047	1626	180505268
195703535	1748	189548624
186558840	11	190369871
174987072	11	171072778
185296567	1446	191649158
195488435	11	195488640
42183717	1446	130950075
102985948	1446	176704007
178955422	3057	181279155
191896493	11	193804454
144839995	11	141358408
66143857	11	144536233
130411961	1777	103925998
150935732	11	196168821|188610610
177619289	1721	195590627
155686900	1638	158230687
201904543	11	156926339|194338678
178223675	1805	174479329
181702334	11	147920720
160224458	11	196338791
188019699	1628	135681495
152489772	1626	146255738
185077281	1446	188977857|53208411
186787009	1628	184548913
121916513	207	118434467
175825880	2876	190015296
173730503	1638	179659344
177841780	11	177304182
182655089	1628	176725485
187163397	3131	184403852
171926183	11	171926123
188807288	1743	165112468
135853907	1628	134701904
180970997	1628	192546493
160598911	1919	181164776
188893316	1631	184815737
157646128	3207	201252505
167105762	207	183959245
146900680	1642	144873830
192886979	1762	167904377
145059426	11	144011663
188359079	11	159783074
177091282	1642	185007003
168373936	1446	176100072
179901872	11	173082981
166978166	2173	189960191
194721998	2500	180117292
170120901	1648	183323994
180262031	1628	144264120
176958266	1626	180634026
141711388	1638	160826897
161182430	1628	155030304
65068770	1663	183725260
143812789	1636	143083852
184193703	11	183639308|173377784
193260176	1628	191566995
176999520	2650	184698689
193810097	2044	197315216
191426069	1638	191376423
165649018	2751	177563520
175383613	1636	174467589
192271045	1638	187619920
196701232	11	196700864
139936346	11	155490682
183668286	1446	196054590
146001673	1695	147541742
185188469	1446	66944583|172435264
194384965	2564	176673381
184898226	11	173677021
194335374	1446	193683028
147762371	11	185651296
195903840	1628	178824714
171104819	11	144475071
191089580	11	161275485|189488904
179108367	1626	179526795
157766454	11	191685865
191140235	1638	27815685
159698081	11	188357664
124359548	1446	63316923
189707587	1446	189886743
201902619	11	195089148
186523054	2025	144814763
175558332	11	190349193
183171055	1628	180500188
198530888	1628	195270865
190829819	1626	190402027
158921354	1628	197603446
186167080	1446	154588377
195830852	1721	192304171
156473780	1631	48947111
158626474	1832	161073904
101873602	11	12852049
183728186	1628	153049517
191510604	11	191117022
201242357	207	91078559
195225939	1626	201006027
174878410	1446	161018664
152863914	1628	156345814
182066395	11	187179179|127379832
188742056	11	192997667
189045263	1663	183725260
195158483	207	188882476
153874300	2608	192276138
180885358	1626	182657838
187381803	1724	177317233
189761875	1626	188751300|189165180
150240743	2686	151722587
154073137	11	152595518
83552108	11	82342789
191685622	1682	191685597
195331529	11	195828027
159450046	1628	179845362
184020911	2654	164949793
170814651	11	113459726
182976072	531	201554860
182174462	207	169023094
22278625	1660	194649238
181781135	11	165889323
183730225	3223	185181184
95055095	11	153085529
169249779	1446	146342168
194161432	11	193355035
193120121	1673	184349502
193117487	11	193940722
188113299	1748	190675263
197418443	1693	196992982
152895488	207	187707111
93653362	1446	101879877
201078883	1793	171518721
150826243	11	151132747
199322734	1446	191109119
169977425	1626	191900621|174774431
191968834	1684	191500499
158056770	2218	73816256
154878036	1638	157846821
180472255	1628	195900114|188839174|190286162
172162612	1446	95459757
190931049	207	200693685|191110202
193496035	1628	190490186
181132089	11	176300116
120898968	1446	180609055
191731921	1626	188751300
151989733	1446	151563255
134026838	1628	158680835
137352764	207	150352737
183352254	11	194606250|178873761|186075875|188139002
181884363	2975	178349225
174960675	11	185982473|141695148
192253546	1626	180633937
156865303	1638	172005202
185211328	1724	179538691
184292729	1628	130754480
185537338	2764	104545305
189392704	11	190233287
166334350	1638	174488534
149041915	3212	94805593
174013594	11	130076283
187798893	11	177473562
175424813	1446	181658221
147919134	2658	106831334
195129893	1678	177406453
196229228	1626	187410532
181900619	1446	190422133|187329463
145508956	207	149651853
192803452	2210	192794179
172517651	2175	176569257
187360860	1628	185858107
200249987	1626	103500571
179486374	1446	161404768
183284813	1626	181153436|103500571
156024320	1636	172578712
196700471	1684	193517857
3156081	207	49359766
121042389	1446	129772973
