189022566	11	189555991|188787486
181658188	1	183644836
189793538	4	190180630|174289385
185695873	1	25227234|191552666|152010138
7109032	3	173626975|187597855|171794182
182260946	4	183180911|183520202
189324510	78	196656733
159754996	1	191150058
196880714	11	200444800|199322701|193889313|198859357
165644558	1	183644836
184121071	0	158101658|173380711
197499565	1	191801173
162318639	3	167305232|169311284
169391841	11	169437454|168489710
150958290	11	187469070|149760464
157960029	0	149621245|137180037
162914031	5	178457884|193863394|174232794
103500571	1	183284813
172419110	3	167057526|118868507
169858857	1	183284813
181508156	11	150241415|192215775|181589262|195421284|188930197|157676416
2221837	1	186951961|181242711
165394162	11	186606937
187797662	1	185537338|187409604|184960876|184121809|183461505
196688207	11	196689370|189747695
184478646	1	191254178|176116217|180969835|186777275|191189168|176319490
191564525	11	144986404|131029249
184278631	1	195129893
167274155	0	162248482|165931614|160196925
196847507	11	195895061|196848042
190422133	873	181900619
143073319	1	49577390|149608359
182423122	451	186742985
185688417	11	188781284|191948424|191699997
133720049	11	132556401|178354392
177386823	78	196656733
194791452	11	192589670|194955122|189456258
139613278	12	192909608
186064613	1	186392494|191209706
185244330	193	184193703
192402356	11	197323895|197494923|194851973|194732044
154789765	11	193070641|160057912
190286162	1	180472255
186772604	30	180942890
191882797	11	192783474|191677475
185889420	3	183376442
197013923	11	197013759|189724506
66944583	11	116124003|35148067|124981071
188751300	129	185431835
178833217	0	178810845
192401231	1	191801173|182542211
155432443	11	160819606|160794573|185843066|139857067|167106494|160776451|186865400|186156922
190878191	11	194729724
123265930	11	150920756|150919511
163057224	30	97337079
157651032	102	191246644
149311724	11	154773936|157930464
187040376	3	195809598
192402356	1	178134583|194735084|186997449|182468444|185144593
170437935	9	193607059|174611947
196325201	7	194454009
185063901	1	179532196
64500608	11	170054475|125701980|154121281
185913338	4	186258062
175635797	1	153958586|184510639
129522072	11	198503479|198710724
177068569	60	189960408
195070550	276	192902990
192747658	11	192194661|193874523
188007967	1	186951961|186450316|172286468|181657291
148823416	1	179532196
185069779	3	180486591|186046467
169916764	11	109549289|166690340
180172582	4	187968406
178800555	230	194650086
192276341	11	190788119|192213851|150048448|183031194
174638721	33	173720787
185685055	11	173711832
193615276	3	184587087
156129675	11	182977167|155757769|183638383|199169935
181163722	3	183376442|194384965
175307740	11	161856455
186535015	11	186082996|186185181
178790882	4	186258062
196488889	11	195853934|190295648
190108116	11	191505079|190170890|190610987
192962364	1	182003447
188751300	12	192909608
171702136	11	198511529
144931590	0	152063038
146713557	11	154325967
136454850	1	179616084
188397063	11	188759547
100019428	11	119674384
171796334	3	50365861
183918465	1	191731921
182628139	11	190732954|186156624
193561950	1375	186316392
197944130	0	197386428
184121071	1	180614555
192960228	3	167922430
188438094	11	191257103
193658894	11	193971270|193893487|183735458
152532927	73	160162075
172503267	44	187363946
197270404	4	198291331
164332918	11	155721376
196556131	11	146584373
179571366	3	156457052
185221439	582	156582942
192667638	1	192924669
162026684	5	160387012
176029261	0	176029238|177443670
199192285	0	200579086
187579007	11	186554071
186693243	0	198333508
177635112	51	173381872
180121060	11	160157660
191773746	1026	184517993
161844616	0	181357165
178538799	0	184581500
81669406	678	144811568
150937245	11	150675201
51893039	150	60070127
157711138	11	147735670
190455874	650	173556163
188977857	123	199787182
116484761	0	144127456
117611967	5	155794521
184505771	1	148335643
186596477	11	173573081
161081665	11	140161569
190004616	48	180500919
188839207	14	189575974
143231211	0	170433478
178301802	3	190842203
192916043	1130	194998170
130185101	1	148031694
175889988	11	160776890|179952213
186886038	11	191903042|158250954
177375583	0	177142887
195314558	11	182039385|201862709|198072298
168826571	11	169512952
195286830	11	135298231
195503718	11	195499064
124671687	11	102886651
118626991	66	194304293
74202194	0	172852544
181709508	4	179616107
191689030	50	183805747
196600168	1233	139404842
188533003	11	187755757
185331980	21	188020665
126040304	1	125440566
139857665	27	124178442
190621974	298	177067030
190753511	1	188205930
163586579	11	197976154
159936220	0	159243725
178538387	0	180351203
169300996	11	197112509|183224611|110817322
190108858	11	120632359
144431298	27	161499336
129439681	11	128738602
169882443	48	190779435
185770728	1	187381809
193104865	11	200979150
108303907	0	130787470
201915426	28	194937082
159096153	538	165599328
148120568	11	149813271
188194951	337	184704585
172400359	0	170430275
186089135	603	186942205
197838802	4	197294992
170345595	455	173873639
192592256	245	195137972
142687051	4	194051459
178443488	41	172005353
179493615	33	185943723
105190003	1135	156895376
190823363	11	191609525|193223067
163319964	14	64399604
128451259	11	96058615
146442606	14	142510819
182718678	3	181165726
111530446	3	148360595
162121080	0	176957763
197957455	11	188190482
161581922	1083	180748304
48947111	4	156473780
168376456	11	197211890
184587375	11	130487355
156231583	11	150052217
150414635	11	138882106
187252814	11	172538916|191344495
193271141	5	186691791
197162698	0	193704291
122570308	601	176667293
177401593	11	176029274
194180649	11	192493761
142643090	0	147944772
178596004	11	180556483
172166607	619	172851280
84103917	11	196083681
153141704	11	127008457
192304171	187	194811047
180289196	556	194645179
173729221	11	189949494
91815559	0	184295682
192398038	4	22612968
193024953	233	194684687
197920093	11	200322819
161606824	1	154974082
78807565	3	156886044
192903101	3	198959941|194649880
157849035	11	31121025
176335532	11	142949961
179992648	11	175896073
163065744	0	177158384
152790011	0	139626975
186840064	4	178461845
65874418	0	147312091
177733365	50	191703105
196298034	28	169048281
194501002	11	192382788
126240865	434	127222977
155738457	1495	135603933
191968770	11	190240594
176036177	0	134926738
195892140	5	185915926
26969858	1	183562245|182442614
160007335	4	146295547
149636868	1331	185332495
192479487	225	193567066
158832191	287	98112977
196382986	4	188111325
194032139	0	184295682
50774188	11	29412605
142183440	630	80582666
151156978	0	182659982
141691855	11	183858754
191301849	1033	180300104
154519237	1	153958586
177817103	46	188905499
197768049	11	197768891
119810121	11	130300887
195599515	4	195038365
189548624	3	195703535
184365230	4	191174200
176171238	1	195075540
103033103	436	120893194
185834336	1	185154784|146339222
165459034	11	157375948
180364458	697	179485639
194936930	4	196600020
132590260	431	133794079
185937432	117	76759214
195127160	11	200400499
148082801	76	147413450
142277166	725	168469339
172512866	1	184578976
193744383	0	188867664
173948196	1	192397226
178545066	0	166294371|187528386
149512569	1493	173451764
189007306	27	187398187
191009928	11	191010443
78838676	1367	116421345
191683514	1	184069445
172528623	11	181666551
163859971	1000	148480150
181987275	1	187393042
178122232	126	180094851
33481003	3	127603371
172419593	730	187787122
191643089	191	183594285
127379832	1	182066395
182740325	1	186830327
169677343	11	168967134
159096094	11	102023038
170780656	1	185144593
150916458	11	136464691
170432277	40	173556286
187391869	187	174778591
140278396	11	85852321
189999523	1	192369044
110958683	11	120163450
162545927	11	178181532
146641873	0	191896856
191300349	10	196368779
14428033	532	179294094
191539301	11	192016423|190993607
196387443	11	195897339
197252670	7	194454009
195567465	343	197975201
197135648	0	112768075
187273906	11	193361519
136518282	1012	180307921
169390450	11	177811600|29513258
174790767	1341	166103497
180175796	1	184286321
100357058	11	130881847
169784470	1	202045324
149576374	4	156562045
167673148	5	169156270
195570424	11	178220138
180741099	4	155359283
188317816	11	195601119
190313706	11	180626291
196017448	11	187342856
143593978	1	153992416
120654213	11	157776097
195754569	46	114410824
181901684	11	191714853
179904105	1	71416434|187956670
173126762	27	193163355
193059941	11	187820254
184741504	11	198880609
181646106	11	195166848|194508220
164920443	0	176605055
184516582	13	185951628
134863754	430	141437304
186735608	1	181337348
147993323	0	142491205
160231463	4	152933753
191592188	9	193049754
149472518	3	152069819
144803640	11	132195290|148378690|149481283|148923652|150637818
189315339	64	198169120
154683220	11	160819606
184915140	1271	190537383
181865815	200	183705288
191073330	1	187974429|186712188
191649051	698	182734235
191291252	92	190903156
159052074	11	189141258
184103183	11	185671740
187949728	4	121629149
183620614	11	165619138
191649237	1	192925602
170637534	61	191698546
191649158	255	188237283
144710269	11	152159085
172513775	4	140191323
198506103	1	191629040
6825588	0	176190920
188237813	11	149637102|148503249
187797662	11	155258841|161856455|134361187|179159302|163609577|187029044|101219392|188913050
176705997	11	180602125
142391811	337	140539702
113932098	11	162494374
45563708	1615	197793607
142524545	418	144632408
150497376	11	182802416
71263909	11	132720609
184901143	11	187549658
198029174	738	189153033
197603670	11	197518265
19740818	123	91227581
174093081	11	178995217|169243405
186355332	11	194894952
197279231	1	197705777
118030238	0	166297670
156405214	1	146952821
173217094	11	173789377
164586423	11	188285650
187329463	873	181900619
156389212	3	156334189
191527399	74	193506756
148896018	11	183224611|117388716|188896900|192069130
181045269	46	198273282
183153395	11	183794281
196092952	181	194275774
177170591	1051	179804293
124967796	11	155608467|151223899
8468739	11	83321219
191548653	50	146638966
159518515	0	106378213
160132453	1	181268238
126082126	11	195753859
194155650	683	183023390
198143508	11	196708298
193026476	285	185954887
195198129	861	195286115
189279143	61	191698546
102283632	0	181437613
192231325	990	191321728
197685925	180	197793249
196472053	11	187409375
169963409	11	100667972
89406741	11	128731317
195389203	1072	190065175
181907435	1	189546755
195838431	14	192543754
194621709	5	188355734
39896430	1	181656770
196691072	11	194753049
196108069	3	199987425
176729730	11	177187261
186083496	1276	35476178
119623511	11	161856455
147555673	3	143864871
154839357	11	156136800
189038186	3	177092467
196479650	1179	188036152
183280481	536	181788263
156912629	4	173137989
112857059	11	195923924|156733567
197248142	11	187195655|197248754
188839088	1	184960876
195621004	48	154878036
139875943	4	149352860
131358480	379	82759835
177280529	11	190749950
130950075	397	119109467
131112707	11	148442744
180005074	1471	159460324
128083417	4	161477857
99958482	97	104722472
1741225	0	174528891
167046437	0	168902360
172850147	392	176105076
100858971	1056	132523524
199717145	3	199987425
184901617	1012	180307921
192942401	3	192963812
172619054	729	178464382
191012491	11	190977969
188264583	27	189007265
187339201	11	177477516
193658605	11	195516435
132151721	11	91673140
181737285	778	174189685
143003353	11	160174137
186279494	93	189022662
66944540	11	196173262
176681029	11	117722010
186147178	0	191947349
184114947	1	183385433
180883108	11	174535028
151870951	0	167971092
18118626	11	196025727|192798710
179043963	3	169724766
133324600	919	91490145
147905820	5	148604418
191894863	5	191899552
179659968	3	169145753
129865157	11	171398359
173556240	0	93412436|173105508
157845575	3	144179826
139856934	11	173711832
168890698	41	181908535
161933867	3	143351274
119281562	1	126443561
144557134	1	159687436
177087600	1	157657238
146164074	11	139857023
180232426	114	128176836
142457696	469	190878734
153965106	11	103013014
193172636	11	193161820
179656136	11	164724592
135466944	1	43899013|185537338
186870738	0	183074434|188113299
165039347	11	196856857
181698239	11	179812878
168485491	11	186807429
150252920	1	151872559
163445867	490	164904349
195571643	587	195568438
168696794	0	168697027
193978522	1	199473495
198623909	0	191006433
165798075	11	166465822
186661927	3	176876774
192997914	11	199279036
148069634	4	190180630
176029248	349	174785785
139881615	11	117514983
154631675	1	184389196
195739076	824	176973487
188237797	11	131081963
192995815	236	190334495
196880714	0	194793768|191646520
22723396	11	155757769
167458538	11	162653076
164278306	1	184194234
160116105	11	201216660
180941233	1	184093753
183224819	232	184996343
191500499	10	196368779
199934760	9	180742172
184347554	11	96936241
121101128	32	39736472
158286135	11	153349406|154819471
170997038	1041	175840527
159130634	4	182452411
186331376	4	166405430
188269930	11	195177417|191902931
191794217	883	187101527
170540765	644	172990026
185548130	4	159398450
21322256	1	188330358
159178712	11	155710333
170222424	646	119648850
179299513	11	186707153
197955286	11	171368365
131080555	11	163999408
103625021	42	110799291
200574530	11	200575682
90929165	1	186499634
179514960	3	145401110
184133730	0	192517054|196800786
174619994	9	189589310
141810082	4	186698928
157180741	3	161316427
175832406	664	184742672
191300349	11	169191995|191803315
184915140	97	183727459
157804564	11	184630103|194203163
162174151	11	71559726
165224285	11	147706661
184647671	1	153641710
193591096	11	188814791
181861281	377	79285283
160565114	158	174349603
134874982	3	117708620
187982769	11	190217881|199062605
187602300	0	191376461
201822926	11	184026018
195531990	11	195469299
201909778	3	179895775
151323812	161	151499068
173459133	139	182321974
149185351	1	156933102
116156700	0	115642502
45926618	405	143532076
97445781	11	193202909
188533003	167	185422847
162150541	1	202045324
114124212	42	162009995
200963858	11	197370911
183493913	11	144405837
181402048	1	179532196|178134583
102139031	5	143051792
178843329	11	188079486
198378069	1	198378052
182624901	3	167737426
120655922	11	160730778
144346451	27	186692370
186427004	192	181162915
175023147	11	189638755|163413622|187567864|191071203
67644541	41	93653362
148189270	11	134484134
195594491	11	195594320
195306465	11	169826269
194925067	335	194777413
192826747	3	192826577
195731618	3	190493844
185073232	98	198228318
157895265	0	172647805
165269074	50	150890362
169594848	0	168194894
200731346	41	200868180
129304489	5	168820797
183652611	1	186452696|127336429
182566684	31	185028461
194423919	3	176099973
190543049	11	195836811
174855858	11	157894170
196108069	0	177507715
179485370	1	191637361|192404655
189581978	11	188865576
192727656	565	195876411
191530372	11	195541242
154397902	0	151648184|145161342
192143800	4	187697583
195652283	11	195652080
119396007	12	124787888
186825600	699	170141533
180556116	27	179846483
194925067	135	180707863
197371017	175	187288122
173537537	1	184797981
186591177	11	200047143
183616412	123	167076798
191057128	14	156880517
185504711	1	186025296
108344525	11	143779805
106934550	1	193749272
178966456	9	183347053
192498656	2	179100874
169796748	11	185060916
186370500	11	192948257
149717948	48	189546534
192500599	4	157035962
182731664	27	131499131
162924025	11	157026166
142733426	11	106548411
164304723	3	183376442
134944806	11	132806397
173612916	11	104302905
183534414	11	179954911
75738650	11	142226168
198314988	5	191176532
189263632	11	189805706
194989579	451	186742985
181775424	11	142490009
161436405	730	104905265
188885513	11	192611902|197110416|188934683|196732715
177158665	0	191006433
184048080	0	201544122
181510621	3	180486591
200294014	14	192538579
174119721	496	171726036
198143508	17	193643843
182675757	184	153437426
184446813	11	183772904
174008996	11	181299805|178509752|168634547
177479391	3	177904359
179309477	0	174660408|173213703|174362182
177045656	463	177602206
179814541	11	131081789
167015206	0	173159706
161127103	12	191014123
168703206	0	172496683|178810845|169935295|180743349|156936363|191006433
192423452	11	190225495
136713684	11	180385987
140848108	771	171576781
188977857	27	190110481
191697184	877	158087722
174784313	0	173625896
193742801	1	193740798
196197736	11	199693889
129799314	40	173556286
174916272	1044	170694560
127379086	11	174539579
145003460	1144	193773944
148453076	11	133218542
171878293	0	176847871
169705418	9	177403335
114531292	431	127062145
174451466	1	190121612
191564220	11	144479379
193161790	0	200045899
193099708	11	193100538
180772390	11	173223939
173210477	41	134183893
167011580	50	164321404
158746124	1	185973844
15720766	0	154521498
199769053	11	200089204
185657752	9	121618668
200372114	11	200372180
164973878	5	176717924
183803986	0	160018062
167455508	98	197321796
180885415	11	136469444
173577413	1	186450316
145065235	11	155274453
199751160	11	195311882
185841519	1	117569720
196672085	11	192341693
83869684	957	187499910
148687731	28	149734229
129772973	11	76425472
165703938	11	165987051
180781386	3	182170898
183736326	11	174917018
108654087	0	146832237
183947262	3	173214328
176334578	11	184536209
176165981	30	180942890
173598128	0	173213703
155602068	11	195913425
183609192	11	190295818
172412023	165	185404027
160011303	11	188228859
143241168	11	143271454|159886636
159884804	11	179040565
190473992	11	177326221
189686267	4	179895585
49714359	1	185537338
150642120	11	122981015
108849022	11	99180026
37672188	95	186575734
177375140	1	178411492
184689115	565	183737633
179901888	0	172913650
185069779	0	193466665
183815794	16	181165647
165889323	46	181781135
201635304	4	195247334
198218248	69	195360100
172400359	11	168721665|172405339
187134563	11	192323923|191122783
158512236	11	191988222
180555934	11	187464551
190076986	181	195795924
171652912	11	184324494
195407743	11	195407870
188152863	1	176319490
73038530	27	139836806
170492226	518	160533651
188605834	465	169825327
160060576	14	64139530
168490034	3	167677326
163642345	9	175151004
170547418	0	181891643
162828887	1005	167886274
177401593	97	176029332
186154740	1	138220858
125134113	0	171811709
187504418	11	188622743|184902462
199268798	28	197316304
172971599	149	169353217
181433122	3	184587087
167778754	0	153603899
185375146	1032	186154784
63043333	366	93786393
193464105	11	184692918
172192313	736	98104915
147975329	11	150927664
168301757	14	177634836
192220577	871	193094777
197499565	3	181273524
177619057	0	162317490|176450365
173791143	11	193389904
186056213	76	195700816
187280545	3	156457052
143083852	3	143812789
182924364	1	146708776
188590793	11	175021547
159799819	11	172872923
164436974	11	162811758|50111997
183034199	11	188127579|183754561
120663757	1	90755020|193479129
189696485	11	192777281
199941147	11	193006553
196907219	577	188021860
169917720	0	166793847
186774843	0	186774831
144445894	11	197976044
184954945	5	185937025
184688775	3	185913326
182029439	11	173832479
155686948	0	164215083
194033235	11	195241354
172519204	11	159282463
128823869	233	114532847
179319329	11	179876202|155608031
173551936	3	173555240
158011226	0	157003705
165843420	1	191209706
189886743	11	194552696|155472219|189707587|193485757
185134101	11	186631306
159187122	0	137997660|160100307
169188335	1309	169968388
195570424	7	194454009
170909694	11	86919024
179445814	11	104496733
165390441	16	190899884
183738346	4	193693983
125391371	11	144963574
152716258	12	194497602
143073319	11	145525722
192974943	11	193426352
185858107	97	180944948
196591948	223	195067205
192748394	29	196342636
180085906	1	181708636
138626244	11	192571059
182975223	602	181438571
192409230	11	188127579
140384999	0	141149843
195933627	219	197974671
93534262	150	90717025
134901603	11	147487632
179660718	391	179011952
154815565	11	177993648
183298790	1	182757526
115327142	11	21372803
190224211	11	193779487
174896024	0	176029244
168113511	0	170155197
188824770	240	194440564
119469938	1347	194356619
99235162	11	91866340
184248258	11	187322375|181532811
185978296	253	185921262
181769222	5	182762581
189650991	11	194035769
178079669	1	160716824
159818445	11	195914621
195770127	11	157982597|189072055
173797224	0	166706506
193203066	1	175385865
117858004	60	187500103
126662253	11	124855512
193018875	361	178158934
193552583	1	178192802
154943519	11	160116635
182905675	11	186310181
160051071	42	110799291
174570005	3	171576246
190374286	11	190986438
184922326	32	181069684
178460824	1	178716866
187504608	178	187166967
154719064	1	186044469
140960272	11	189153438
174692205	11	139420536
144405196	11	147042803
185314980	1254	182582612
142986546	0	144894254
172324030	375	179745148
179009896	4	177943116
180505268	1	191682853
200648274	11	197756075
191319775	1	185144593
182263629	4	174964544
180095025	11	106708909
185272105	102	187040500
195895009	11	195895061|198831738
169569096	0	157091456
177045656	0	191652991
177724054	28	196503374
176516051	1	185906447|179206356|186686445|184384661|178460505
183985853	119	183727812
169722129	14	165217118
166986487	46	81579597
177641350	270	154426859
151871828	14	191546826
188154042	423	196740905
192497351	3	192868185
153770786	1	153919821
197768267	3	196425447
191567514	45	181084843
170102412	5	167164122
192606942	0	188218820
78814180	3	133940628
195160647	11	184283532|132521358
75723548	9	195959906
183726281	5	199936890
142385824	150	153180771
94043992	1	191690228
198316369	3	197396770
197791553	781	201845294
195351254	1	180143855|185537338
197649016	11	197370911
171801624	11	191578646
150226520	1	157029378
160354101	1	201015993
190611572	11	192034143
26162884	270	46406721
140349491	11	119294855
181703172	1	184681498
185753425	11	181559944
172981256	11	193731042
187398281	1117	183814231
189959706	1	190969320
168150142	0	162317490
164249929	0	177480882
153234360	11	154017462|152554059
188007967	11	188840250|195300176|183381283|187348945|179156688
179784237	1	183285164
185309526	11	187159195
183408272	0	83136268
176766607	11	117144822
144109318	11	149667481
118496820	4	188842692
179946533	102	191246644
166822012	924	184753861
187595328	11	186631345
169044220	3	164950985
195080649	11	194755806|190820663
158581231	0	164634466|177417144
176999251	11	194803948
172328980	1	180143855|182418455|170124835
188544906	5	192364896
180272378	623	181163101
158465799	11	156380673
102217346	0	79992177
181159437	1539	186475482
185187558	1	185906447|184578976|127175370|193479129
173711199	275	179069418
142327189	11	147436851
165320410	0	177443670
178129187	0	201338335
190965472	11	189593881
193976827	1030	187280409
198100182	11	195173201
167694508	179	164934917
147107227	1	178979950
181535311	4	189559927
195170770	4	179895585
147419314	0	80414335
172797777	4	162684467
149646038	11	194837920
177866060	11	178378786
186904710	11	178357420
194761829	11	191675358
105350241	3	169023047
188285794	11	188287957
74561856	11	99221475
185258267	2	186053736
199665060	0	175345493
179791852	4	161375699
185363119	11	185014421
195201833	11	191367612
194793632	3	180936629
198418492	11	194719237
153557305	11	161216528
185049185	1110	195789974
162267771	11	125703540
149410873	4	142502335
179992648	1	190298802|190327595|190205261
151579328	11	127474377
162914031	11	186156738
140911816	1	194535701
162041630	11	172647187
171621432	1	176972027
148364286	3	164362888
194936091	183	184154741
176793302	11	129947688
179012175	4	149222218
192140826	11	200882085
190368149	9	189762104
109141104	11	160129137
177030778	0	176079877
192479487	33	193172889
193951554	0	195833934
182401293	337	140680197
42547967	1	197605020
195741630	11	195741883
192701003	2	194877434
198336932	1111	193382872
172912849	0	178626383
128802795	11	129974109
171078133	665	179664569
154732671	11	143538739
194662935	11	197910736
125576003	11	136466956
171637385	11	178281871|178780038|190884135|182869297
163027738	0	163955890
161136042	11	138516120
177424964	1	184602133
197706207	11	193539194|196288091
174816216	0	161921332
180520067	1	146267684
170653319	1447	171224774
194621743	4	194792179
178443488	11	178870740
194564778	11	199515598
37228073	11	95234849
176960448	11	173296823|174072755|189875404
157372483	11	158556717
188939242	1273	190305413
173511054	11	180946695
170652600	11	186631345
189957572	1	149637058
178543162	41	170837805
192967723	0	165443787
190044021	1	120808554|192540307
195396050	11	178831016|106858135
182240020	3	176737390|181165726
180236910	337	181711396
96361303	0	192172289
183839339	5	183154849
193981805	583	194094497
201463559	11	201463419
157098759	3	157735114
156853153	4	157119942
162638071	11	159736464
174888266	14	170652302
175582490	14	178348878
71372760	912	98849530
173627551	5	179010043
116973480	334	103968540
112025192	5	156466126
183803986	3	187709876
193162624	5	173215720
194775554	11	193402420
164214518	0	140216287
191154821	95	194068376
145688503	11	152245407|163589752|137541266
188057571	1	181140239|195900840
172005202	0	187435422|174972755|169945975|176169929
152047670	1050	150734968
126175771	0	115443594
173889730	140	163440853
123524655	11	110632829|201904320
194479844	11	155702792
191199046	11	128605193|181799419|199792872|156894442|156853434
189310646	4	174289385
184380638	5	187160522
190827862	4	188784570
140250804	11	144672318
156943696	1	191682853
179174856	11	196442298
184996311	1	192962768
181870801	1	194535701
187340337	1322	175919998
188093021	11	185715990
166403968	27	158864272
155152584	33	192982751
197768267	11	197467492
161901454	11	148680990
194905700	4	191642200
178246520	905	173535360
180357653	64	198169120
157204163	11	157461364
191222850	11	191609525
102770697	1114	106802348
188107839	11	189760730
192698688	11	195915217
192727656	4	146151067|185805765
188407086	1	181588200
163586569	11	146410789|176569649
120781790	3	141282636
156315667	14	181353774
